Date;Time;Severity;Message
2026/04/11;17:38:28.863;INFO;[Conversion]        [Action       ] Action: NCAP_VehicleGroup_Change_Lane. Converted.;
2026/04/11;17:38:28.863;INFO;[Conversion]        [Condition    ] Condition: Longitudinal_Distance_To_Actor. Converted.;
2026/04/11;17:38:28.863;INFO;[Conversion]    [Event        ] Event: Act->NCAP_VehicleGroup->NCAP_VehicleGroup_Maneuver->NCAP_VehicleGroup_Event2. Converted.;
2026/04/11;17:38:28.863;INFO;[Conversion]        [Action       ] Action: NCAP_VehicleGroup_Change_Speed. Converted.;
2026/04/11;17:38:28.863;INFO;[Conversion]        [Condition    ] Condition: Phase_State. Converted.;
2026/04/11;17:38:28.863;INFO;[Conversion][Entity       ] Entity: Sedan. Converting Maneuvers as Ego.;
2026/04/11;17:38:28.863;INFO;[Conversion]    [Event        ] Event: Act->SedanGroup->SedanGroup_Maneuver->SedanGroup_Event. Converted.;
2026/04/11;17:38:28.863;INFO;[Conversion]        [Action       ] Action: SedanGroup_Change_Speed. Converted.;
2026/04/11;17:38:28.863;INFO;[Conversion]        [Condition    ] Condition: SimulationStart. Converted.;
2026/04/11;17:38:28.863;INFO;[Conversion] Conversion finished. Duration: 1s 341ms;
2026/04/11;17:38:28.863;INFO;================================================================================;
2026/04/11;17:38:28.863;INFO;[Write     ] Writing InfoFiles;
2026/04/11;17:38:28.871;INFO;[Write     ] File "Data\Driver\Template\Car_Normal_osc" created in project directory;
2026/04/11;17:38:28.871;INFO;[Write     ] TestRun file path: Data\TestRun\AEB_IPG;
2026/04/11;17:38:28.872;INFO;[Write     ] Road file path: Data\Road\AEB_IPG_road.rd5;
2026/04/11;17:38:28.873;INFO;[Write     ] Log file path: SimOutput\OSC2CM_Log\OSC2CM_Log_20260411_173827_AEB_IPG.txt;
2026/04/11;17:38:28.875;INFO;[Write     ] Writing finished. Duration: 12ms;
2026/04/11;17:38:28.875;INFO;================================================================================;
2026/04/11;17:38:28.875;INFO;Process finished successfully. Total conversion time: 1s 446ms;
2026/04/11;17:38:28.875;INFO;================================================================================;
